State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
SD,437063,EUREKA COMMUNITY AVERA                            ,410 9TH ST  POST OFFICE BOX 517                                                                     ,EUREKA              ,57437,6052842661,Hospital Based Program,Yes,6/27/1995 0:00,,
SD,437067,COTEAU DES PRAIRIES HOSPITAL HOME HEALTH AGENCY   ,205 ORCHARD DRIVE                                                                                   ,SISSETON            ,57262,6056984664,Hospital Based Program,Yes,4/10/1996 0:00,,96
SD,437070,"WEST WINDS HEALTH SERVICES, INC                   ",300 NORTH FAIRGROUND STREET                                                                         ,FAITH               ,57626,6059672000,Official Health Agency,Yes,10/3/1996 0:00,,
SD,437072,SANFORD CLEAR LAKE MEDICAL CENTER                 ,701 3RD AVE SOUTH                                                                                   ,CLEAR LAKE          ,57226,6058742141,Hospital Based Program,Yes,12/11/1996 0:00,,100
SD,437075,GOOD SAMARITAN SOCIETY - HOME CARE                ,3700 S KIWANIS AVE  STE 4                                                                           ,SIOUX FALLS         ,57105,6053610891,Official Health Agency,Yes,7/15/1997 0:00,3,86
SD,437077,DAKOTA PHYSICAL THERAPY HOME HEALTH CARE          ,910 S EDGERTON                                                                                      ,MITCHELL            ,57301,6059964778,Local,Yes,9/12/2001 0:00,,
SD,437081,HEARTLAND HOME HEALTH LLC                         ,2398 5TH AVE  SUITE 101                                                                             ,BELLE FOURCHE       ,57717,6057234663,Local,Yes,7/9/2008 0:00,,97
SD,437084,AVERA AT HOME                                     ,3901 W 59TH ST STE 301                                                                              ,SIOUX FALLS         ,57108,6053224663,Local,Yes,7/14/2014 0:00,4,90
SD,437086,GOOD SAMARITAN SOC-HOME HEALTH OF THE BLACK HILLS ,1104 JACKSON BLVD SUITE B                                                                           ,RAPID CITY          ,57702,6053420529,Local,Yes,10/19/2015 0:00,5,91
SD,437300,"STATE HOME CARE SERVICES, INC                     ","1301 W OMAHA, STE 205                                                                               ",RAPID CITY          ,57701,6057185004,Local,Yes,7/11/2002 0:00,,80
TN,447006,WILLOWBROOK VISITING NURSE INC                    ,3147 PLAYERS CLUB PARKWAY                                                                           ,MEMPHIS             ,38125,9012768300,Visiting Nurse Association,Yes,7/1/1966 0:00,4,88
TN,447080,ERLANGER CONTINUCARE HOME HEALTH                  ,"4289 BONNY OAKS DRIVE, STE 201-A                                                                    ",CHATTANOOGA         ,37406,4233861000,Local,Yes,11/15/1968 0:00,,
TN,447086,METHODIST ALLIANCE HOME CARE                      ,"6400 SHELBY VIEW DR, SUITE 101                                                                      ",MEMPHIS             ,38134,9015161800,Hospital Based Program,Yes,5/5/1971 0:00,4,92
TN,447101,MEDICAL CENTER HOME HEALTH                        ,33 DIRECTORS ROW                                                                                    ,JACKSON             ,38305,7314221100,Local,Yes,4/2/1975 0:00,5,90
TN,447107,AMEDISYS HOME HEALTH                              ,"2000 GLEN ECHO ROAD, SUITE 115                                                                      ",NASHVILLE           ,37215,6152983931,Local,Yes,1/13/1976 0:00,4,91
TN,447108,ENCOMPASS HEALTH HOME HEALTH                      ,2068 COWAN HIGHWAY                                                                                  ,WINCHESTER          ,37398,9319670633,Local,Yes,12/3/1975 0:00,4,92
TN,447109,DEACONESS HOMECARE                                ,PO BOX 433                                                                                          ,FAYETTEVILLE        ,37334,9314337026,Local,Yes,1/23/1976 0:00,5,94
TN,447111,KINDRED AT HOME                                   ,"320 NORTH CEDAR BLUFF RD, SUITE 380                                                                 ",KNOXVILLE           ,37923,8655843133,Local,Yes,11/18/1977 0:00,,92
TN,447114,NHC HOMECARE MURFREESBORO                         ,"1923 MEMORIAL BLVD, SUITE A                                                                         ",MURFREESBORO        ,37129,6158962300,Local,Yes,7/19/1976 0:00,4,88
TN,447124,"MERITAN, INC                                      ",345 ADAMS AVE                                                                                       ,MEMPHIS             ,38110,9017660600,Local,Yes,9/2/1977 0:00,3,87
TN,447125,NHC HOMECARE COLUMBIA                             ,915 S JAMES CAMPBELL BLVD                                                                           ,COLUMBIA            ,38401,9313811234,Local,Yes,12/2/1977 0:00,4,92
TN,447126,NHC HOMECARE CHATTANOOGA                          ,"5959 SHALLOWFORD ROAD, SUITE 539                                                                    ",CHATTANOOGA         ,37421,4238771716,Local,Yes,6/6/1977 0:00,2,81
TN,447129,NHC HOMECARE KNOXVILLE                            ,9000 EXECUTIVE PARK DR A205                                                                         ,KNOXVILLE           ,37923,8655390242,Local,Yes,7/1/1977 0:00,3,90
TN,447131,HIGHLAND RIM HOME HEALTH                          ,2370 QUINLAND LAKE ROAD                                                                             ,COOKEVILLE          ,38506,9315285578,Hospital Based Program,Yes,5/23/1978 0:00,5,92
TN,447138,DEACONESS HOMECARE 1                              ,6978 LEBANON ROAD SUITE B                                                                           ,MOUNT JULIET        ,37122,6154538550,Local,Yes,12/18/1978 0:00,5,93
TN,447139,COVENANT HOMECARE                                 ,3001 LAKE BROOK BLVD SUITE 101                                                                      ,KNOXVILLE           ,37909,8653740600,Local,Yes,10/4/1978 0:00,4,91
TN,447142,CAMELLIA HOME HEALTH                              ,1700 LIBERTY STREET                                                                                 ,KNOXVILLE           ,37921,8655844010,Local,Yes,5/11/1979 0:00,4,91
TN,447150,TENNOVA HEALTHCARE HOME HEALTH                    ,"1512 COLEMAN ROAD, SUITE 310                                                                        ",KNOXVILLE           ,37919,8653377859,Hospital Based Program,Yes,6/10/1980 0:00,4,89
TN,447152,NHC HOMECARE MILAN                                ,14091 SOUTH FIRST STREET                                                                            ,MILAN               ,38358,7316867471,Local,Yes,2/7/1977 0:00,4,90
TN,447153,NHC HOMECARE JOHNSON CITY                         ,709 MED TECH PARKWAY SUITE 2                                                                        ,JOHNSON CITY        ,37604,4234340163,Local,Yes,3/22/1978 0:00,4,90
TN,447156,AMEDISYS HOME HEALTH CHATTANOOGA                  ,7205 LEE HIGHWAY SUITE A                                                                            ,CHATTANOOGA         ,37421,4234723069,Local,Yes,7/31/1981 0:00,4,90
TN,447163,WILLOWBROOK HOME HEALTH CARE                      ,"PARK ELM PLAZA, 1451 ELM HILL PIKE                                                                  ",NASHVILLE           ,37210,6153666060,Local,Yes,11/12/1981 0:00,5,93
TN,447176,SUNCREST HOME HEALTH                              ,471 WEST BROAD STREET                                                                               ,SMITHVILLE          ,37166,6155977777,Local,Yes,6/8/1982 0:00,5,91
TN,447183,ADVANCED HOME CARE INC                            ,105 JACK WHITE DRIVE                                                                                ,KINGSPORT           ,37664,4232308450,Local,Yes,9/23/1982 0:00,4,89
TN,447184,QUALITY FIRST HOME CARE                           ,"500 SOUTH JAMES CAMPBELL BLVD, SUITE A                                                              ",COLUMBIA            ,38401,9315400062,Local,Yes,8/23/1982 0:00,4,89
TN,447188,AMEDISYS HOME HEALTH OF TENNESSEE                 ,1006 OLD KNOXVILLE ROAD                                                                             ,TAZEWELL            ,37879,4236262405,Local,Yes,11/29/1982 0:00,5,94
TN,447190,AMEDISYS HOME HEALTH CARE                         ,1423 WEST MORRIS BLVD SUITE B                                                                       ,MORRISTOWN          ,37814,4235860106,Local,Yes,12/8/1982 0:00,5,94
TN,447191,KINDRED AT HOME 1                                 ,"115 WINWOOD DR, STE 101                                                                             ",LEBANON             ,37087,6154490045,Local,Yes,1/21/1983 0:00,4,91
TN,447195,"SMOKY MOUNTAIN HOME HEALTH AND HOSPICE, INC       ",222 HERITAGE BLVD P O BOX 754                                                                       ,NEWPORT             ,37821,4236230233,Local,Yes,12/28/1982 0:00,4,93
TN,447201,DEACONESS HOMECARE                                ,123 PICKWICK STREET                                                                                 ,SAVANNAH            ,38372,7319256626,Local,Yes,2/22/1983 0:00,5,94
TN,447206,AMEDISYS HOME HEALTH                              ,209 10TH AVENUE SOUTH SUITE 408                                                                     ,NASHVILLE           ,37203,6153137400,Local,Yes,3/14/1983 0:00,4,90
TN,447213,NHC HOMECARE SOMERVILLE                           ,17985 HIGHWAY 64                                                                                    ,SOMERVILLE          ,38068,9014654101,Official Health Agency,Yes,6/13/1983 0:00,3,83
TN,447214,PROCARE HOME HEALTH SERVICES                      ,705 PROFESSIONAL PLAZA SUITE 7                                                                      ,GREENEVILLE         ,37744,4236381994,Local,Yes,4/27/1983 0:00,3,86
TN,447225,CAREALL HOMECARE SERVICES                         ,135 KENNEDY DRIVE                                                                                   ,MARTIN              ,38237,7315872996,Local,Yes,7/6/1983 0:00,5,93
TN,447226,INTREPID USA HEALTHCARE SERVICES                  ,"2175 BUSINES CENTER DRIVE, #1                                                                       ",MEMPHIS             ,38134,9012130285,Local,Yes,10/13/1983 0:00,2,82
